0,UK,England and Wales,England,Wales,Scotland,Northern Ireland,North East,North West,Yorkshire and The Humber,East Midlands,West Midlands,East of England,London,South East,South West
2021-11-18 00:00:00,214,190,166,24,20,4,7,25,22,23,21,12,15,26,15
2021-11-19 00:00:00,189,168,158,8,16,5,4,31,15,19,9,18,21,24,17
2021-11-20 00:00:00,18,18,17,1,0,0,1,0,3,6,1,6,0,0,0
2021-11-21 00:00:00,4,4,2,2,0,0,0,0,0,0,0,0,2,0,0
2021-11-22 00:00:00,175,139,130,9,21,15,4,31,15,17,5,13,7,20,18
2021-11-23 00:00:00,217,186,172,14,15,16,5,30,31,14,27,14,11,20,20
2021-11-24 00:00:00,198,168,144,23,19,11,7,24,16,18,20,15,11,19,14
2021-11-25 00:00:00,182,149,139,10,23,10,11,10,16,14,21,22,18,17,10
2021-11-26 00:00:00,186,153,134,18,20,13,6,14,13,19,14,18,21,16,13
2021-11-27 00:00:00,26,26,26,0,0,0,1,2,3,6,8,4,0,2,0
2021-11-28 00:00:00,3,3,3,0,0,0,0,0,0,0,0,0,2,1,0
2021-11-29 00:00:00,151,132,119,13,13,6,8,18,20,10,18,6,13,13,13
2021-11-30 00:00:00,194,164,153,11,21,9,14,24,17,14,17,10,13,23,21
2021-12-01 00:00:00,187,164,151,12,17,6,6,30,17,25,19,15,13,14,12
2021-12-02 00:00:00,192,167,151,15,20,5,7,17,19,17,16,14,20,20,21
2021-12-03 00:00:00,158,136,126,10,19,3,6,28,12,11,11,14,15,21,8
2021-12-04 00:00:00,16,15,15,0,1,0,2,1,1,3,3,1,2,2,0
2021-12-05 00:00:00,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0
2021-12-06 00:00:00,173,145,137,8,15,13,13,13,13,21,18,12,20,20,7
2021-12-07 00:00:00,162,137,130,7,18,7,5,18,14,15,20,21,10,19,8
2021-12-08 00:00:00,198,179,167,11,13,6,6,26,21,17,19,24,13,27,14
2021-12-09 00:00:00,190,161,148,12,24,5,6,19,18,17,17,11,20,26,14
2021-12-10 00:00:00,149,126,110,16,15,8,5,16,17,11,10,10,11,22,8
2021-12-11 00:00:00,7,7,7,0,0,0,0,1,1,0,4,0,1,0,0
2021-12-12 00:00:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-12-13 00:00:00,158,138,128,10,9,11,11,15,14,11,19,11,17,20,10
2021-12-14 00:00:00,192,165,155,10,22,5,10,29,12,18,11,16,23,15,21
2021-12-15 00:00:00,150,131,118,13,15,4,5,21,11,15,12,10,22,13,9
2021-12-16 00:00:00,154,140,131,8,9,5,3,19,10,17,12,15,16,22,17
2021-12-17 00:00:00,194,174,163,10,13,7,3,23,12,15,15,15,24,27,29
2021-12-18 00:00:00,13,12,11,1,1,0,0,1,0,4,3,2,1,0,0
2021-12-19 00:00:00,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0
2021-12-20 00:00:00,163,140,127,11,13,10,6,20,18,9,14,10,18,16,16
2021-12-21 00:00:00,207,188,174,12,8,11,7,27,15,19,14,16,31,28,17
2021-12-22 00:00:00,205,193,180,11,7,5,12,29,10,20,14,20,27,29,19
2021-12-23 00:00:00,193,174,164,10,16,3,15,29,12,23,19,16,16,18,16
2021-12-24 00:00:00,153,143,139,4,9,1,11,18,9,12,16,17,22,15,19
2021-12-25 00:00:00,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0
2021-12-26 00:00:00,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
2021-12-27 00:00:00,8,7,7,0,1,0,1,1,0,0,0,1,2,2,0
2021-12-28 00:00:00,7,5,5,0,1,1,0,0,0,0,1,0,2,2,0
2021-12-29 00:00:00,210,186,183,2,18,6,10,17,21,25,22,18,30,25,15
2021-12-30 00:00:00,221,201,190,11,15,5,5,38,12,20,22,22,42,17,12
2021-12-31 00:00:00,192,180,169,11,10,2,6,24,17,24,13,20,35,18,12
2022-01-01 00:00:00,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0
2022-01-02 00:00:00,4,4,4,0,0,0,0,1,0,1,0,0,2,0,0
2022-01-03 00:00:00,8,7,7,0,0,1,0,0,0,1,1,4,1,0,0
2022-01-04 00:00:00,220,203,195,7,8,9,12,34,16,18,16,22,31,26,20
2022-01-05 00:00:00,231,197,183,13,24,10,13,30,17,13,12,22,34,21,21
2022-01-06 00:00:00,271,249,228,19,16,6,10,39,18,20,22,23,56,24,16
2022-01-07 00:00:00,284,260,238,22,21,3,6,45,20,23,23,22,46,30,23
2022-01-08 00:00:00,35,32,30,2,3,0,2,1,1,4,7,10,4,0,1
2022-01-09 00:00:00,3,3,3,0,0,0,0,1,0,0,0,1,0,0,1
2022-01-10 00:00:00,261,225,207,14,25,11,10,40,8,20,22,15,52,26,14
2022-01-11 00:00:00,314,283,270,12,19,12,16,45,18,33,30,29,49,25,25
2022-01-12 00:00:00,303,273,260,13,26,4,8,51,25,22,33,31,46,30,14
2022-01-13 00:00:00,312,267,256,11,40,5,11,53,19,19,29,34,50,24,17
2022-01-14 00:00:00,333,299,282,17,23,11,24,46,37,30,23,35,42,29,16
2022-01-15 00:00:00,24,22,22,0,2,0,1,1,5,4,4,4,1,0,2
2022-01-16 00:00:00,4,4,4,0,0,0,0,0,0,1,0,0,3,0,0
2022-01-17 00:00:00,303,258,245,13,36,9,9,36,35,17,32,33,44,22,17
2022-01-18 00:00:00,374,326,303,22,34,14,18,53,33,27,35,31,47,39,20
2022-01-19 00:00:00,337,301,282,16,33,3,15,47,30,33,28,32,44,35,18
2022-01-20 00:00:00,329,306,280,26,14,9,21,39,19,19,38,33,55,35,21
2022-01-21 00:00:00,300,267,242,25,25,8,18,43,25,17,29,29,38,27,16
2022-01-22 00:00:00,41,37,34,3,4,0,0,3,5,4,12,2,4,3,1
2022-01-23 00:00:00,5,5,5,0,0,0,0,1,0,0,0,0,4,0,0
2022-01-24 00:00:00,270,236,224,11,27,7,20,28,30,26,30,21,27,28,14
2022-01-25 00:00:00,350,305,294,11,32,13,16,46,34,22,30,26,52,46,22
2022-01-26 00:00:00,335,306,291,15,21,8,20,56,33,29,33,33,38,34,15
2022-01-27 00:00:00,264,240,230,9,18,6,15,32,37,16,22,28,37,30,13
2022-01-28 00:00:00,282,256,245,11,22,4,24,31,25,27,23,37,28,32,18
2022-01-29 00:00:00,25,23,22,1,2,0,2,6,3,4,1,2,2,2,0
2022-01-30 00:00:00,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0
2022-01-31 00:00:00,296,260,240,17,25,11,21,39,29,28,24,22,26,36,15
2022-02-01 00:00:00,280,252,243,9,22,6,19,39,32,24,25,25,33,24,22
2022-02-02 00:00:00,248,217,201,15,27,4,15,32,26,16,29,28,22,23,10
2022-02-03 00:00:00,297,271,250,21,22,4,23,42,27,19,36,19,26,36,22
2022-02-04 00:00:00,244,218,205,13,21,5,19,19,33,21,21,23,25,27,17
2022-02-05 00:00:00,24,23,23,0,1,0,1,5,5,1,6,3,2,0,0
2022-02-06 00:00:00,2,2,2,0,0,0,0,0,0,0,1,0,1,0,0
2022-02-07 00:00:00,242,213,204,9,16,13,14,30,15,19,21,25,23,32,25
2022-02-08 00:00:00,252,229,218,10,16,7,19,38,20,21,23,26,22,25,24
2022-02-09 00:00:00,227,206,199,7,12,9,11,24,20,26,23,29,14,30,22
2022-02-10 00:00:00,228,204,198,6,20,4,9,25,19,18,34,25,16,29,23
2022-02-11 00:00:00,211,189,181,8,15,7,14,27,16,12,23,22,22,26,19
